# Commit map — three history rewrites
#
# This repository's history has been rewritten three times:
#
#   1. 2026-08-18  purge an OpenRouter API key committed during Phase 3.
#      GitHub push protection correctly refused the push until it was gone.
#   2. 2026-08-18  remove .claude/ from every commit and consolidate commit
#      authorship onto a single identity.
#   3. 2026-08-21  remove Idea/ from every commit. Those are the author's own
#      working notes and belong on the local machine, not in a public
#      repository. They remain on disk and are gitignored.
#
# Removing content from a commit changes its hash and every descendant's, so
# most commit ids moved. Every experiment under `experiments/` records the
# commit that produced it in its own `git_commit.txt`, and those files still
# hold the ORIGINAL hashes -- rewriting a recorded result so it agrees with a
# later convenience is exactly what this project's provenance rules exist to
# prevent, and a ledger that gets quietly corrected is not append-only.
#
# This file is the bridge, cumulative across all three rewrites. It maps a hash
# as recorded to the commit carrying that work in the current history.
#
#     python scripts/resolve_commit.py --audit
#     python scripts/resolve_commit.py <hash>
#
# Columns: old_sha<TAB>new_sha. Identical values mean the commit was untouched.
old_sha	new_sha
00c0df9800a733f5980bbb2684d6c1ba69a9d2a2	4fc1cde996772e50f4730ee6067970cfb118e39a
01b1aa32d7d43f547f9e06703d84dbaf30644aa1	9ed1205ba01baa109f375a14150eb8a7b0c473ed
021124034b696f01619ee35a2f5c8dfe8f58398f	6488bd72fc01350b3fdd2d490a5eddae7d10bbf3
0290601be20e412640ad1c0ce1f3eb918234ccbb	947f70854c03833452d23e4d5a8518548d8f82bb
04efebfd741daae78292800143eef601d8f3c80e	bec295335efc6829a01954d4d2958d01dfbaf092
05c26532d548b12586ceff901d74410ca7fc07a1	c1d8b8e5ff72de84ca2634301a9de79757cef46b
07392ae84e0684c7d2131988dcff10e50856dd4d	8f521e41ca50293a83ae03c9c31f54f3bbe83ca7
0832c42a76bde7b35f01c71beed7f950dc7f9c7c	447246d4d8942cfb09d277fd9803724873457661
087ed3244c02510e4e722adcc69bad6f817e7b66	0b81d10124514df54b32908a20f543b28315e417
08c65a2f704d4e92ab182d76c2b7ea3bbddddf82	6c42b0592744b2ec7da54c6d6e53a07360e5573b
0d6109901f0b7ddd5b40f41fa883d49949a21c96	40e6119c05b0c8bfba1ae3cdba763528455bff91
0e4046ce1323420635d42c1d72a699021c813c97	7a4bfddac5b030d3a5fb11c394db7fc9528919fe
10e7a4630752732ff953561706fdc769980795a5	293e3a007f1433016eed7cd72d255ecb15d1951c
131a57bc70bd44ff16ea6063690b4cbd25301206	a42595c4829a4b2a41d4f076ff399bd2b971969b
149358f0e7386735d87178af3057735ccc5ecc22	142b74e68f83415d4f8df7886ad84de1918cfb98
166786528d034bf56c4c8031bccbecf0293a7223	4afbff3985b8330a53cf6a12392f5fdbba973fbe
1847637548a01754ed84f3513116a70c1532a259	af0434f370094e111458774359449b44d450b8fb
19555afb8e6f0b8deb3fbcaf213051efb226147f	5adf4bb96aad62640d3d96ee4860f92b07da4580
1b28d73712393083715b37e2a632b5d597d31316	702bb5a2208c6deeb58560e01d194568c9ac15ce
1b5cb46faba2ba1816d3eebd34d291d121a3d32e	958ff4b866964efdc18e7630cc71e3ff44b84584
1e1d6e3a841b88b65915b5ee97a149322acf6a2b	4faaac56f591fcf255f32590563ea050982b5770
1ebd4dc67a0c5cd30aa82d4fe15bfabf9a0a0639	3223636cdf02552ea18d97cf1599a59e5512f23c
206f39e8ce9d58782d8d5ccb5914bbf7f4ca2499	a6fb2b4bd432dcaeec5ba0972307a0d7562ea344
22d85055a48f333745edb847063e45f33e2f90f2	2b154141dcc3baa0d290e5520042fbf17df8ed15
2306a8e2abf0f4d55faadd317df9d8dbd40ceca5	eb2781c7a3fc76591f724c9c73a53145cee259f4
231955d0a8928c9dc05069e559ba4104f8924d2e	5d15c8bcc303e0c431b21ad89c05f81500ffa3c1
23f6e9d310810b53a4ae7b9f0f927b56d585e466	d188e497de5fa939c4486c5243831083336c32de
257e46cb85852c9727c32c1fb831582d373614ab	f6a7979568a1e11d48e3c0ab4c0d95252ac0476e
27112d6ebcd16e63d8c51b5ed8f80ba919f93b7f	dd742a6370019b0ea9ec76f968a5f69e1984656d
2826025af487591f75c36d273fa17ed220848927	9c8f2090c03be82452fdefdfc4a9e03578523716
2cc68ff9fa405a24d35193908461ed74361a73df	7e7fcb124ffa7926bb651aa8ad6c84d466d5eceb
2e6c88c0bc18d5670667a49e26d72759f0e51bc2	fc60dd61e4693cee285b69e8f08bcc249dd51c44
31125278948ace9aa4be4a18872b85d962aca000	48ad7a972aae5f606e2e86f213c04aeabf665c1e
31381f67cb9cbc6950f70f050113fefb1a75a42c	3adc0965a64f0cc6b988f93104c76dc76aa176f2
337bb8bbfc1645d4c2bebdaed4b41eb95a063cde	6e6758c37fcb33cd1a9610021efa9ee2bdb80406
3404fc74a956b0d3a3e134a24988f72f20638a9b	2dbfb688f7f05f16f7af70801e41d68be50ea282
3586e1c1a43ba7ddb21b7c1a592860d1bfb40a99	bc67e390348fa99d2d7fa74fe946f9865c77513b
35b8630b93e029d7742de93b3503345f92cf2726	12c16bbd154604b1dd520ff88f315334fd79b2f1
36c33751b4a63d8ea7dbe92bbb9d94c47ee6d546	7ec2b7c72748511c8fc0a3bde8c65a670411beaf
37d4d8499014f31248f17446349e4a7e9c8108eb	b128cbb064016dd21e6cadf0f8031576c872b401
37fd5ffd440afbce410bb060dc9900ce1de04661	82b5f1c79687ec18fc1ef039a50060e8197adba5
38870ccea4ead2665421e0ea1dca12fe8451d200	249cc9f0dbb74d9bb9dd2c266b1ed00a2b24ca79
3ab6e1f7b762a4ae7ecd69ccbc512acd4ce7e32a	f67d040197c0688e8d2e05e7b2a82ab458b7d84b
407f874300b3b7520058155673469be607e410d4	91f6fc6d5115dde41633d0630f5af7384dcbbed2
40fd685ef65daa3791de03da43e4ce0e5b61a29d	442628deb19d5d6f56958fe0e6bbbf82dfc5b86e
4121a4b301cba1a8210de34a2931445c411468cd	04291144c4d7c3497ecb5624bb4ec792bbaa2a37
43a493dfef439bad21219fbda9fceae08c31fc12	7b2063bd0fe70576f741e9b2b4600515ecdfe3b2
44c1a46d45a95108e6c4ea91468da6d20d513c88	8abcc2f0db63fb730bdc8f7ce4458d34914f43af
44d4e361d8a682c4edcf1bedc212a4e9d0cabbf5	24162aa9540fc497e8dce7781a0a0ace2a41dcf3
4515189be3c38aeba47e2896ace74e4b8ff2c3d1	2f9dfc9a7da02b48b543fd7e067703d7bec817be
46181f28b0f541def504cd90e78bc78c229cfd53	3b6f4be4ed507f4e792963fb3fb6027c9fa1d7cd
46bee40268415ca6a8466b63720476076595d1e6	7b71043a925483c77415961470f6228cc0b311cd
47df839c28e7475149f732ab0308f7b33959162a	fd33d016f36ea7cce39bea444b3f2e1ba62fbb86
49d9d6edd0052e8cf52abe4e14125889d0b74bfd	3596fa83a68b13b98b5cb9e052ae58e7061b0174
4a237b1b82ec9dfbbfec631e8e96b0e14b7584cf	3e1b19d4c0c0dbf23afa356f1c1b7df22e81a840
4a717c5dc18dc5a4ea874d46fffce97168fb95ed	4b46c0f09a34251c434b2a17c029a1cc9a507805
4b1368899256d67cd8807644a7794ff9e7996299	2d7b13c8a95883856ee5d946f691a7ca16feeb9b
4b9707e6c8072a20c07a5e533afc8de10b3437bf	73a3b479ee75f6e5117eea1f48b86b0c036e72b3
4cbb64207c70767633a9edc5765a4360878a24b1	3008d62f5f706403d27f89c4e5fc832b731f7a3c
4f5e1ca8a02dafc6ba5235d37a282708e3303a0c	d38ed5a57dc451454946941640fbaf3f3fc674bd
4fab2412b44ddcebeaca84c3f166e37a88bb6b56	5051c34a2815251924b85719a4eb69ee1c43e726
501adbd64a89be81551de82a5e261de1deba68d6	bcf458d01a53b2aeb156d9aea5f52daebb030963
51e9931597462931103da4abfbaf4920bf4e0115	51971f089ec777e859e78e364d4668b6fad40245
56b1828dc33d42944a897f380b2c3b1871afa6e1	01032e74d045b165ebbfc537d57827ccf065c506
5795303536842e0b0663e92aafec1b47889a7004	0a0b2f65765754c71239f0b0e96eceb7d67fbacf
5a795feb569ea8b0f832b7539c4a57d726b3d103	3a5aee37e852c3a9ddbb00d76e07bfe1e45caf95
5ac8b7e2fa2164a556fe882d0ecd2a311e51bbe6	b2d0189985095ab8c284d415363c6122a25605a4
5be10ae1f13ee29ee653a7c550c8fc16c4dc9c97	6385313a268baa86419527beb88faa209ef346ab
5c164472a904d30d336b46feef28f7064f83d901	94a1aadd6738f8dfb3d88740e9e946285d48844e
5c3a21a82f4b15fcd83b58548225c7a5f717d3d9	39db975c4d64091e771372349a7de59172d914f9
5c4050ba2f1c9cfa8730a3627f5ec51bbbfecd11	88660265cb61d65d3a8c2230f8d11d65af931d66
5e409f274cbd9d63bf792f4b9e2ad85f0c6ccbbe	33f13ff0ef40d21f77cd6b2a6fbf877bb4837f63
5ee87e4b2df7e12356360b1f4caae859b3457ce7	ecf7b8dfc12cbd211b9ec589139682694c6d26d7
5fb7b8262c8272d8e6b08303b429619758566c35	84226cc529705cbe64ef2d0d6d133df4129828ef
602f07fa1088f3f0b83456bdfed03d0a58bc70b5	842133d18073dd1cfa8c8f1daeb6cdb88b30c76c
60d502554401d3560dd4c79c0da36fcaa24c4f55	76829b41b659372037bfda76272d7de2ca3bf8ae
6160560108a89f704894e4b118fc0dc398ec0eca	d968813e08093481ec93b24ea4d37019b0436003
617b9ec89b96958b89b6ab68d1487ab55f020b67	2c77c82e03863ab4c9514c709f708f5a4e97c978
62b09b0db5259f085edc3e2315f3b8a5a56a6b40	527b7d2c2da74b8a610eef3fee2c295dc83719bb
62e5d5249b4286ae207aaf564d23d7d4e653a5c8	1bb3c4d27fd25a5644765acc3864d3decead4c75
632668a79bf7f697a3fa7ece33a41137c277933a	45abb4db7ceeadd331d6c9c22a2ea83459121f4c
6710cf951c4e0b0b6ab2f5f7e6506c1fd56491aa	74164e55bb70e55dede65194677b29cdbabe2224
6a9e6301e4cb174343be8f2d1d005be3339b3689	efc03f2e95250807b8bd3d19420386afbacecf36
6b1fcd663b0e002c1a5afec1f7774998eb3260db	396e012c2e82f3339fc791cf8f735efac4370159
6b7e60d3c0c8d42cf3097367ad51132bc18bb252	0ede6c55ba4e9d8986c122e5eb2a986c5040bd3c
6d840ddf48f74ad8d818933510c54a9b2ffeadfd	ee302260118386cf7625b29f8a31366c9c22977e
6d8617b93a6df7e33c06411597bf1ce357378d4b	9bca66a8a0aa706af09f09e84526af114bb8c6d2
6ef30f92ab58944e91343245222fd2b479674b65	204e15bc01e229568ef2ad76ed4ac49b77cfd27b
6fc96d92435764dd314f0bb701683c126ef0e4e1	991a52ee8c7aa1f2eb3dc90e11772bddf21bac30
70df587c3ef7b32b1f208b099371214224854b01	f8eb2758c53e36b6118337136953585dca29fb69
71b3eacc29be3c1216a839f9233815bcdf58e5ea	c2bbc45778fccbe81360f6a1a415b03678d40e09
74f8097f460f0cb371db2ebe5c80cf663308a5e3	a48090d178e5c3a28ed09342f43737b5ac9ad194
7859579cf2d356b4f1f0b7523642ce69b5bbf262	ed1754913719ff340867a7326b410cb9aa6c631a
7aca65c051744e24526979b124316786b147b71e	b0a2539d999255c09c48f4c6a3276c1984754e2d
7b47831a30559866cb119d6d1a80c08183e6c830	d03cb12ec5da6cd8bca169b1c00d02783d28539a
7c141e058f570232002bbdb79ce6d5db1b118955	c37250dfbe089b61c3ee564726737cef45b5095f
7c2274c7d0f15554058f639be6fdb1a2c95b3955	d44ed880bbd4ab3d9f1f69dd5f1449fcba2d7fb8
7c81d060cc935828d00704e22442169aeb00745f	27e7e4182400952a7cc390bbece54793f47f054f
7c85d44427cf11ec2bf781e9e29d023a80f2846f	d0262e896b0b07e9ed96c1b193148535c1a37542
7e9b76479b411644c0450fdd9da4295cd7587c41	fb79e4b0ad93e63bf54774a59593520792db081d
7eecafdf0ec7faacf38ab40da67d969f974f5e13	e564ce93399635039c2ed2069a10a9eecf4c3de1
80ad16b28f1de743cb38f9951e66c8d417eee965	f32af6e89333073a38f31f2652b9c347830c8190
81d068af8f939d553f53a8da31c5d2a17aecec55	8b9ce4a448ea8d6e05e211babf52144e448c392a
81f331371c1e6315a2eb66396a70c7dd2dace982	83c27e349b14abfeec159b56bf1dfef019ded32e
8216c0005cdd20ebe5bdb6d93c91a3651d4ac50c	f3b0d66d7278d94d303a93e3b3e5764917a605cc
823811ffca480fc684c6ecfa493ef19664b023fa	ca87bec68f8f0645378b2b830da4937067b48592
83548521500ea5e9e31fe9a50ae0bcda4cc4ce99	dfc0f4d63ed530e44144628a1e11acd4e62fafe5
8450754aaffc395611b0e6969d4e15d5af14ed78	dd6a7632af14646f1d6ce8ebcae7603df08bc86f
86a87d9e3b49aef3addf6157415418df1bbc33b1	38243e5c88fe913465690b8ee5365a210c91bf80
8754ea59b001f46d51afb244a444b201d5c37241	14a0ccce3a51eb59e89833c7690401a3ec2a7b24
8817befd98786b41bd1ce464d7f8fb5967767e83	63f2a89196ddd2cbf8ee7d624ba075b9edc8fe46
895b81b7f1230831a4cb6d336e1bd720b68695e6	039d6fa54b7a209d4182b50af133f0cd4daa11fe
8a31eadddb5590d95c4f6c54f6b7d46afe6e7895	5105adae4b1d6fee566c026ea048bb9f35116e5e
8bbebc33b06509a34dacdb1ff76b3236ef38ffd0	534bcaab587ef0c3f8761caa192c76b74527fe82
8c37abc3f00bd8b3bfadefdc63ce54edd038c74a	95074ef168f3843ce14cbb2a2891bf2dab356a3f
8d3c10128a27725090d20c1d2390ea1c229b4487	3da90d4fc521dc5314a45866560bae22f9bb1ff1
8dac8a8779d586de8c8224280e8ce7745c929f45	1eb102a6c9da54adc5a2df1017b145d5685b1174
91b4fe1745cdd38d99e427f71b3e631e07dc5fa8	1adeee329715cb412a43698f37580ca2053eeda8
92adb5ffd3bd7b62b9c8e2db4cf1369b44847b43	a3c938b06ede50997655c2799f38e783f573a77b
93a2c7bb962180593adaf3b2caa680f32a62c256	1638168e88628371f2bd8b12154beca5584a4b94
956f656247f9234796d3a946ba93dc99398a5133	18e1a537ea62f07a044c339e56b9846f8f8aecdc
97c12179382bcada540bfc201b530ba344934a39	e07e45355227cab3ffb5fce0c470e900b1a48857
991eb925d74e929d50a27c9003af4a5c513afaec	28c0bf4ade56901b3cc06c61f533178f230575fe
995613966da861a1d337c74d9c87f349368ffdca	5f2194b00174584ecd22597e98e366808f71efcd
99bc30f987f48d45d56d5537eca9f184a82599b1	6de5a2dfc18dd9fc4f368fd71c96def8a0f6b346
